2332.52,128.71,6714.91,1086.42,1017.06,62467.56,163.96,171.49,-36.34,18.95,197.83,2.11,176.11
2309.93,125.25,6820.06,1087.25,1045.89,66501.54,164.59,172.6,-32.41,16.07,191.8,2.87,182.37
2331.25,107.01,7601.66,1044.91,1667.13,609787.22,157.65,164.65,-34.78,19.06,177.61,1.93,178.17
2439.64,139.11,6968.35,1140.55,1048.78,63589.7,172.3,180.47,-40.47,22.19,207.84,2.3,187.67
2474.1,135.06,7071.05,1140.8,1077.52,67620.29,172.9,181.55,-36.73,19.04,204.69,3.03,188.93
1836.05,106.51,5425.12,882.94,819.96,50187.91,133.31,139.6,-30.23,16.03,160.05,1.77,146.01
2685,142.6,7096.07,1167.44,1051.2,60675.53,176.24,184.36,-41.9,23.75,215.63,2.25,202.85
2525.73,146.92,6431.55,1098.26,946.71,54662.61,166.49,175.13,-46.49,27.79,206.85,2.37,194.46
2630.27,147.02,6431.8,1098.35,946.75,54672.76,166.46,175.06,-46.47,27.49,206.5,2.35,195.17
2697.42,151.71,6775.11,1151.97,999.1,57641.08,174.08,182.57,-49.06,29.05,221.25,1.75,198.16
2580.18,127.33,8106.62,1152.72,1730.58,612066.04,174.32,182.62,-43.03,24.96,199.73,2.29,200.64
2686.18,155.56,7160.18,1207.32,1041.3,58035.23,182.62,191.57,-53,33.01,225.31,2.44,215.67
2429.16,130.79,6172.4,1030.76,914.73,53536.38,156.05,163.81,-41.59,24.89,192.76,2.14,177.22
2274.66,117.78,6126.48,991.29,932.93,58322.98,149.69,156.73,-34.12,17.85,180.93,1.96,162
2282.08,128.16,6378.84,1045.34,964.7,59454.3,158,165.63,-38.02,20.68,191.64,2.13,173.33
2964.2,170.45,7989.69,1342.89,1156.69,63252.31,202.99,212.62,-57.16,35.51,251.71,2.63,255.25
2745.86,157.04,7610.71,1262.24,1122.49,65040.63,190.72,199.79,-52.29,32.2,232.73,2.49,230.03
2284.4,136.9,6180.25,1044.49,914.92,53535.9,158.17,166.19,-42.38,25.39,194.78,2.21,182.08
2062.34,113.05,5781.88,937.42,880.46,55343.58,142.24,149.64,-30.74,16.39,166.48,2.67,160.05
2864.19,154.29,7556.18,1248.04,1132.58,67660.08,188.66,197.56,-43.1,22.97,233.6,2.48,214.44
2310.38,125.16,6819.82,1087.12,1045.96,66510.42,164.54,172.48,-32.74,16.43,192.5,2.84,180.87
2281.86,122.03,6926.52,1088.14,1074.59,70525.66,165.39,174.23,-28.83,13.46,185.48,3.72,183.56
2134.67,103.66,7708.31,1045.76,1696,613854.93,158.34,165.94,-31.17,16.77,170.91,2.73,176.69
2562.38,135.33,7072.2,1141.02,1077.66,67633.09,172.93,181.65,-36.85,18.91,203.7,3.05,189.64
2697.52,132.33,7179.54,1142.13,1106.31,71651.68,173.76,183.37,-33.18,16.48,196.31,3.91,193.87
2106.95,102.93,5530.07,883.54,848.85,54232.33,133.88,140.59,-26.9,13.96,155.11,2.49,148.78
2523.61,138.93,7200.89,1168.02,1080.08,64718.64,176.9,185.59,-38.32,20.61,210.61,3.02,204.46
2543.49,143.44,6537.01,1098.99,975.56,58700.18,167.1,176.22,-42.86,25.37,200.97,3.12,196.03
2551.49,143.72,6538.04,1099.23,975.61,58709.03,167.14,176.32,-42.97,25.27,200.13,3.14,197.47
2477.81,148.26,6882.06,1152.86,1028.17,61709.06,174.52,183.22,-46.58,27.18,215.32,2.38,198.92
2510.72,123.88,8212.08,1153.51,1759.35,616089.82,174.95,183.78,-39.44,22.57,194.02,3.04,204.6
2493.44,152.12,7265.81,1208.15,1070.15,62068.36,183.28,192.77,-49.38,30.31,219.47,3.2,222.8
2453.61,127.17,6277.31,1031.38,943.66,57591.68,156.68,164.97,-38.08,21.69,187.65,2.9,179.76
2046.5,114.22,6231.8,991.9,961.83,62373.34,150.32,157.88,-30.63,15.47,175.65,2.72,158.44
2229.64,124.66,6484.73,1046.03,993.52,63492.17,158.61,166.7,-34.66,18.88,185.92,2.87,173.75
3066.74,167.02,8095.43,1343.67,1185.59,67299.72,203.55,213.54,-53.8,33.39,245.82,3.35,259.43
2846.35,153.52,7715.8,1262.92,1151.53,69113.32,191.33,200.87,-48.72,28.45,227.24,3.24,233.34
2510.14,133.33,6285.38,1045.1,943.87,57586.07,158.74,167.14,-39.19,23.19,189.82,2.93,185.23
1990.2,95.04,6564.53,895.3,1501.85,598655.55,135.28,141.59,-32.79,19.06,150.73,1.73,157.57
2786.75,137,8341.46,1206.44,1753.87,611000.64,181.95,190.17,-45.05,25.37,215.55,1.69,212.92
2494.76,107.23,7602.84,1045.06,1667.2,609786.49,157.68,164.71,-34.71,19.1,176.46,1.96,177.63
2286.96,103.53,7707.15,1045.62,1696.04,613799.08,158.32,165.87,-31.03,16.12,171.61,2.72,181.32
2234.93,85.44,8489.63,1003.47,2317.38,1157178.84,151.37,157.85,-33.25,18.95,156.48,1.77,175.04
2350.18,117.27,7854.38,1098.92,1698.86,610940.07,165.97,173.57,-38.63,21.99,188.14,2.1,189.32
2457.9,113.76,7959.29,1099.61,1727.67,614932.79,166.63,174.8,-34.96,19.31,182.73,2.88,191.95
1854.68,84.81,6312.67,841.35,1470.14,597569.44,127,132.77,-29.12,16.71,139.84,1.59,142.77
2638.88,120.8,7982.67,1125.84,1701.31,608036.89,169.91,177.47,-40.26,23.46,195.74,2.06,202.03
2355.96,125.5,7319.98,1056.95,1596.84,602039.69,160.19,168.3,-45.05,28.49,185.33,2.2,190.3
2298.91,125.5,7319.86,1056.95,1596.84,602015.4,160.14,168.19,-44.97,28.29,185.22,2.17,192.53
2453.17,130.1,7662.96,1110.5,1649.33,604974.29,167.74,175.66,-47.54,29.14,200.03,1.56,197.44
2542.98,105.86,8994.66,1111.36,2380.65,1159405.37,168,175.75,-41.56,25.46,178.58,2.11,200.85
2874.34,134.1,8048.29,1166,1691.52,605372.66,176.34,184.81,-51.46,32.86,204.02,2.28,222.34
2341.4,109.11,7059.53,989.19,1564.98,600868.22,149.74,156.99,-40.07,24.77,172.44,1.97,175.55
2162.79,96.29,7014.69,949.86,1583.19,605676.19,143.4,149.92,-32.76,18.04,159.8,1.81,159.05
2276.46,106.53,7266.58,1003.83,1614.8,606790.37,151.69,158.77,-36.53,21.23,170.86,1.95,172.35
2907.42,148.89,8877.59,1301.43,1806.87,610621.84,196.7,205.82,-55.71,35.76,230.68,2.47,249.75
2498,135.48,8498.53,1220.78,1772.78,612414.54,184.39,192.88,-50.8,32.03,211.67,2.31,227.98
2548.69,115.3,7067.71,1003.02,1565.15,600903.89,151.86,159.34,-40.82,25.08,174.08,2.03,180.56
2242.84,126.72,5928.33,990.63,883.33,52420.18,149.89,157.35,-38.24,21.86,183.25,2.07,171.1
2976.66,168.28,7703.42,1301.46,1135.34,64726.3,196.5,205.76,-50.33,27.84,249.33,1.98,225.77
2493.55,138.82,6966.56,1140.34,1048.7,63576.36,172.31,180.5,-40.23,21.65,209.38,2.3,190.41
2574.53,135.38,7071.67,1141.1,1077.64,67621.04,172.83,181.33,-36.69,19.13,203.61,2.99,195.57
2648.49,117.28,7854.36,1098.9,1698.81,610899.89,165.99,173.61,-38.75,22.2,188.17,2.12,187.71
2679.04,149.2,7219.48,1194.43,1080.46,64704.35,180.61,189.4,-44.21,24.4,219.48,2.46,202.92
2512.62,145.39,7323.51,1194.89,1109.21,68735.6,181.2,190.41,-40.7,21.98,215.25,3.19,205.19
1966.83,116.76,5677.56,936.9,851.61,51302.11,141.64,148.58,-34.41,19.26,171.19,1.94,158.41
2704.17,152.57,7347.38,1221.14,1082.91,61796.37,184.57,193.34,-45.99,26.55,227.77,2.43,207.42
2710.02,157.1,6683.61,1152.18,978.31,55771.21,174.8,184.04,-50.45,31.08,217.89,2.53,206.17
2557.81,157.52,6685.3,1152.57,978.33,55772.87,174.83,184.11,-50.36,31.11,216.17,2.56,206.87
2880.62,161.98,7027.72,1205.94,1030.83,58769.36,182.41,191.54,-53.19,31.81,232.16,1.93,209
2679.13,137.41,8358.16,1206.57,1762.21,613189.85,182.61,191.51,-47.13,27.91,211.51,2.44,213.31
2821.95,165.9,7412.9,1261.44,1072.96,59146.62,190.95,200.52,-56.99,36.02,235.79,2.61,236.14
2440.36,140.75,6423.44,1084.48,946.49,54659.44,164.33,172.68,-45.51,27.37,204.78,2.29,187.54
2301.65,128.21,6379.43,1045.4,964.61,59443.71,158.02,165.69,-38.19,20.88,191.49,2.14,176
2422.39,138.22,6630.38,1099.12,996.29,60558.29,166.31,174.56,-42.13,24.14,203.62,2.29,184.43
3105.76,180.72,8242.27,1396.87,1188.49,64384.6,211.31,221.57,-61.34,37.85,262.65,2.8,265.6
2956.62,167.25,7862.82,1316.17,1154.3,66166.76,199.03,208.71,-56.25,34.74,243.7,2.66,241.81
2824.57,147.22,6432.78,1098.52,946.73,54664.87,166.5,175.14,-46.43,27.84,205.51,2.38,191.85
2040.88,123.17,6033.48,991.28,912.18,56462.84,150.51,158.46,-34.72,19.34,177.92,2.81,172.59
2938.52,164.13,7807.21,1301.61,1164.24,68777.07,196.98,206.55,-47.49,26.38,246.56,2.64,219.74
2572.01,135.32,7072.15,1141.01,1077.53,67615.65,172.93,181.65,-36.87,19.56,203.89,3.04,191.19
2483.55,132.06,7177.94,1141.91,1106.33,71648.2,173.65,183.03,-32.92,16.46,197.06,3.86,195.64
2279.57,113.59,7958.73,1099.43,1727.73,614926.33,166.59,174.71,-35.21,18.99,183.37,2.85,191.84
2846.06,145.28,7323.11,1194.73,1109.22,68737.61,181.16,190.36,-40.96,22.49,216.13,3.16,199.26
2806.85,142.21,7429.76,1195.78,1138.02,72772.21,181.96,191.95,-37.06,19.51,208.82,4.01,207.02
2122,113.02,5781.81,937.4,880.53,55348.54,142.24,149.64,-30.78,16.46,166.46,2.67,158.13
2790.22,149.02,7452.25,1221.82,1111.68,65826.21,185.18,194.45,-42.48,23.97,222.69,3.17,215.13
2648.77,153.56,6788.7,1152.85,1007.14,59809.57,175.39,185.08,-46.95,28.71,212.6,3.26,208.64
2729.31,153.64,6788.9,1152.92,1007.12,59806.46,175.38,185.06,-46.85,28.85,212.31,3.26,208.46
2868.29,158.23,7133.31,1206.62,1059.68,62803.45,182.82,192.11,-50.52,31,227.21,2.54,208.79
2873.07,133.94,8463.41,1207.3,1791.06,617212.26,183.17,192.44,-43.7,26.05,205.97,3.15,217.11
2908.24,162.34,7518.02,1262.08,1101.87,63191.19,191.5,201.43,-53.73,33.89,230.65,3.32,239.88
2414.99,137.54,6530.12,1085.42,975.31,58696.5,165.04,174.06,-42.18,24.94,198.33,3.09,190.3
2337.6,124.49,6483.7,1045.92,993.5,63487.32,158.61,166.73,-34.56,18.33,186.62,2.87,176.15
2378.08,134.61,6735.29,1099.77,1025.25,64610.24,166.88,175.52,-38.56,20.88,198.21,3.01,187.66
3160.17,177.02,8346.59,1397.4,1217.17,68407.51,211.89,222.58,-57.92,36.38,258.13,3.52,270.69
2984.73,163.15,7965.46,1316.31,1183.18,70209.75,199.6,209.7,-52.7,31.92,240.64,3.37,235.22
2616.1,143.27,6536.14,1098.84,975.47,58693.33,167.02,175.98,-43.1,25.92,202.01,3.07,196.9
1752.61,94.45,4387.08,733.26,654.58,39034.5,110.95,116.58,-28.22,16.12,133.99,1.57,127.2
2150.94,136.28,6163.6,1044.26,906.64,51348.35,157.59,165.09,-40.59,22.47,199.16,1.51,180.98
1993.39,106.46,5424.84,882.92,819.97,50191.67,133.32,139.63,-30.14,15.72,160.16,1.77,147.63
2043.55,103.03,5530.35,883.71,848.79,54226.26,133.96,140.8,-26.38,13.18,154.16,2.54,150.4
1890.28,84.89,6312.55,841.45,1470.08,597535.2,127,132.75,-28.67,16.22,139.4,1.59,146.18
2278.05,116.82,5677.95,936.96,851.69,51312.17,141.62,148.52,-34.25,18.96,170.49,1.93,157.13
2279.35,113.17,5782.12,937.57,880.46,55342.55,142.25,149.67,-30.42,16.48,165.67,2.68,161.87
1475.22,84.3,4135.35,679.4,622.84,37914.42,102.66,107.72,-24.18,13.21,122.44,1.42,115.52
2377.57,120.14,5805.18,963.68,854.17,48404.34,145.55,152.37,-35.85,20.49,178.98,1.88,168.62
2283.96,124.7,5141.98,894.69,749.62,42389.8,135.8,143.16,-40.53,25.38,169.08,2,160.02
2225.42,124.83,5142.2,894.79,749.74,42401.22,135.8,143.14,-40.62,25.08,168.88,2,161.07
2228.32,129.46,5485.59,948.37,802.13,45381.45,143.42,150.66,-43.17,26.14,183.5,1.4,164.9
2089.47,105.16,6817.13,949.18,1533.48,599800.43,143.61,150.6,-37.25,22.78,162.14,1.91,165.92
2331.85,133.51,5871.38,1003.95,844.31,45772.11,151.99,159.72,-47.02,30.09,186.77,2.1,188.26
2105.05,108.46,4882.46,827.09,717.72,41271.23,125.38,131.89,-35.69,22.1,155.52,1.78,143.72
1871.32,95.67,4837.18,787.81,735.87,46054.99,119.04,124.83,-28.07,15.09,142.85,1.62,129.72
1895.16,105.97,5089.46,841.79,767.54,47174.23,127.34,133.71,-32.13,18.32,154,1.78,142.38
2783.62,148.24,6700.02,1139.35,959.75,51004.77,172.34,180.74,-51.11,31.65,213.83,2.29,222.84
2476.67,134.87,6321.03,1058.71,925.48,52773.99,160.08,167.93,-46.18,28.94,194.96,2.15,197.92
2010.54,114.71,4890.48,840.98,717.93,41268.6,127.53,134.33,-36.31,22.01,157.04,1.87,150.54
2223.5,130.29,6056.94,1017.56,885.9,49525.33,153.85,161.26,-39.84,23.01,190.47,2.03,182.27
3173.8,171.87,7832.09,1328.39,1137.91,61834.78,200.44,209.64,-51.9,29.44,256.38,1.94,236.97
2613.39,142.45,7095.53,1167.29,1051.21,60675.15,176.26,184.42,-41.94,23.47,216.48,2.26,199.73
2769.54,138.96,7200.22,1168.05,1080.04,64711.8,176.88,185.52,-38.07,20.72,210.9,3.01,203.4
2508.2,120.77,7982.48,1125.8,1701.26,608009.66,169.91,177.46,-40.22,23.57,195.86,2.06,202.76
2748.18,152.7,7347.72,1221.34,1082.83,61784.59,184.56,193.29,-45.78,26.25,227.17,2.42,215.44
2859.12,149.05,7451.9,1221.83,1111.72,65832.15,185.13,194.27,-42.38,24.3,222.84,3.14,214.9
2151.75,120.15,5805.24,963.7,854.13,48401.59,145.56,152.4,-35.76,20.41,178.85,1.89,168.38
2978.37,156.2,7476.12,1248.21,1085.37,58883.39,188.53,197.25,-47.43,27.73,234.63,2.39,226.86
2780.3,160.89,6813.2,1179.33,980.83,52871.13,178.78,188.04,-52.01,32.56,224.19,2.52,216.92
3017.85,160.78,6812.44,1179.23,980.81,52866.73,178.72,187.89,-51.99,32.48,224.85,2.48,217.94
2773.66,165.38,7155.65,1232.77,1033.28,55860.1,186.35,195.42,-54.65,33.35,239.84,1.88,222.39
2914.68,141.19,8487.42,1233.71,1764.62,610285.72,186.55,195.38,-48.6,29.69,217.96,2.4,225.37
3173.87,169.43,7541.16,1288.35,1075.44,56241.69,194.91,204.45,-58.46,37.42,243.24,2.58,248.76
2570.11,144.42,6552.21,1111.49,949.05,51760.46,168.29,176.61,-47.04,28.71,211.68,2.26,199.01
2372.03,131.66,6507.68,1072.24,967.16,56544.78,162,169.68,-39.84,22.54,199.02,2.12,181.45
2542.31,141.63,6758.39,1125.9,998.82,57661.75,170.22,178.37,-43.68,25.6,211.23,2.23,192.62
3177.34,183.78,8368.58,1423.35,1190.75,61460.62,215.23,225.39,-62.64,40.18,271.76,2.75,266.32
2940.2,170.77,7991.21,1343.08,1156.76,63260.06,202.97,212.58,-57.79,36.28,251.04,2.62,254.2
2606.97,150.54,6560.35,1125.25,949.14,51752.74,170.43,179,-47.98,29.54,213.73,2.33,205.39
2234.34,134.86,5393.56,948.56,781.38,43513.5,144.07,151.96,-44.6,28.12,180.59,2.14,172.1
3056.53,176.44,7168.77,1259.42,1033.27,55806.15,190.7,200.47,-56.59,34.42,246.67,2.07,228.81
2466.61,147.08,6432.08,1098.39,946.61,54655.96,166.45,175,-46.44,28.51,206.1,2.35,192.91
2565.35,143.48,6537.32,1099.02,975.55,58702.72,167.08,176.13,-42.95,25.54,200.71,3.11,195.77
2455.37,125.42,7319.44,1056.88,1596.92,602015.78,160.16,168.24,-44.87,27.68,185.46,2.19,193.25
2742.49,157.1,6683.57,1152.18,978.31,55770.44,174.75,183.9,-50.49,31.2,217.96,2.51,206.15
2907.72,153.5,6788.32,1152.79,1007.22,59815.16,175.32,184.86,-47.15,28.74,213.12,3.23,207.95
2318.19,124.82,5142.26,894.82,749.63,42387.86,135.83,143.22,-40.43,25.03,168.67,2.02,162.11
3015.23,160.67,6811.97,1179.15,980.81,52865.76,178.74,187.91,-51.89,32.42,225.19,2.49,218.37
2952.26,165.37,6149.19,1110.27,876.27,46852.36,169,178.71,-56.56,37.35,214.77,2.62,208.68
2812.21,165.22,6148.48,1110.11,876.4,46862.83,168.94,178.56,-56.67,37.17,215.32,2.58,207.61
2858.8,169.86,6491.82,1163.77,928.76,49841.59,176.52,186.01,-59.39,38.32,230.14,1.95,212.32
2952.91,145.77,7824.09,1164.72,1660.14,604268.84,176.81,186.18,-53.25,34.55,208.03,2.53,213.99
2952.66,174.11,6878.31,1219.46,971.03,50242.04,185.17,195.26,-63.08,41.71,232.69,2.71,240.36
2385.53,148.93,5888.85,1042.48,844.43,45738.92,158.54,167.38,-51.76,33.73,201.86,2.38,190.62
2495.12,136.28,5844.32,1003.32,862.56,50521.2,152.22,160.37,-44.32,27.1,188.98,2.23,178.06
2475.7,146.22,6095.03,1056.99,894.24,51638.85,160.46,169.09,-48.14,30.5,200.91,2.35,186.8
3220.78,188.7,7706.58,1354.72,1086.28,55449.31,205.46,216.11,-67.14,44.86,260.07,2.86,269.82
2980.08,175.4,7327.9,1274.14,1052.25,57248,193.23,203.4,-62.44,40.79,241.11,2.75,245.65
2731.54,155.22,5897.5,1056.36,844.66,45742.89,160.68,169.78,-52.73,34.26,203.43,2.46,196.4
2386.35,135.04,5394.3,948.73,781.34,43511.74,144.09,152.01,-44.52,28.21,179.93,2.15,173.13
3191.19,176.5,7168.67,1259.47,1033.34,55810.45,190.68,200.4,-56.47,34.43,246.43,2.05,230.05
2607.06,147.12,6432.25,1098.44,946.76,54669.79,166.48,175.1,-46.44,26.54,205.94,2.36,193.72
2455.96,143.63,6537.32,1099.18,975.56,58700.37,167.11,176.23,-42.67,25.23,200.41,3.12,198.08
2541.25,125.49,7319.74,1056.92,1596.85,602004.56,160.18,168.29,-45.03,28.34,185.32,2.19,191.13
2588.96,157.25,6684.27,1152.3,978.34,55775.64,174.79,184.02,-50.55,31.17,217.42,2.52,204.32
2658.67,153.8,6789.31,1153.07,1007.25,59825.28,175.4,185.1,-46.7,28.32,211.61,3.27,209.39
2329.38,124.82,5142.24,894.78,749.63,42389.33,135.78,143.11,-40.56,25.5,168.8,1.99,161.26
2642.15,160.69,6812.33,1179.11,980.85,52875.46,178.73,187.9,-52.13,32.78,225.11,2.49,214.17
2764.59,165.5,6149.66,1110.38,876.31,46854.33,168.99,178.69,-56.6,37.3,214.3,2.62,209.85
2934.08,165.37,6148.89,1110.22,876.32,46856.48,168.93,178.55,-56.69,37.54,215.07,2.58,207.9
2855.57,170.1,6492.73,1163.92,928.73,49839.92,176.6,186.22,-59.25,38.26,229.29,2.01,212.77
3002.08,146,7825.14,1164.94,1660.22,604288.91,176.81,186.16,-53.2,34.16,206.84,2.53,217.22
3035.88,174.14,6878.5,1219.48,970.99,50232.66,185.16,195.24,-63.23,42.22,232.93,2.7,238.02
2595.58,148.99,5889.04,1042.51,844.47,45745.11,158.53,167.35,-51.81,33.87,201.82,2.37,190.46
2398.1,136.43,5845.02,1003.43,862.64,50530.12,152.22,160.35,-44.37,27.22,188.23,2.23,177.2
2625.8,146.59,6096.67,1057.3,894.37,51658.84,160.5,169.19,-48.34,29.94,199.77,2.37,189.68
3282.21,188.88,7707.26,1354.87,1086.42,55463.98,205.49,216.2,-67.37,44.28,259.71,2.88,271.06
3141.94,175.44,7328.05,1274.18,1052.36,57256.98,193.24,203.42,-62.42,40.34,241,2.75,246.3
2667.39,155.22,5897.28,1056.36,844.66,45740.53,160.67,169.74,-52.6,34.31,203.36,2.45,196.7
2368.32,140.04,5739.47,1002.55,833.81,46498.79,151.82,159.82,-47.55,29.22,193.79,1.62,177.71
3137.51,181.45,7513.49,1313.21,1085.71,58794.38,198.36,208.1,-59.43,35.49,260.63,1.5,232.59
2690.05,151.69,6775.08,1151.96,999.05,57633.73,174.08,182.59,-48.98,29.15,221.14,1.75,198.27
2512.21,148.39,6882.41,1153,1028.06,61688.08,174.52,183.22,-46.37,27.46,214.74,2.39,199.88
2386.31,130.13,7663.11,1110.51,1649.32,605023.02,167.77,175.75,-47.68,28.8,200.3,1.57,197.91
